job_id,skill_abr,skill_name,title,listed_ym
3884912315,HCPR,Health Care Provider,Registered Nurse (RN),2024-04
3884433143,CNSL,Consulting,SBDC Business Consultant,2024-04
3884433143,IT,Information Technology,SBDC Business Consultant,2024-04
3884433143,SALE,Sales,SBDC Business Consultant,2024-04
3887475355,BD,Business Development,Director of Investor Relations / Sales (Private Equity),2024-04
3887475355,PRDM,Product Management,Director of Investor Relations / Sales (Private Equity),2024-04
3887475355,MRKT,Marketing,Director of Investor Relations / Sales (Private Equity),2024-04
3884433253,PRJM,Project Management,Senior Project Manager,2024-04
3887469624,HCPR,Health Care Provider,Credentialing Coordinator,2024-04
3884429608,CNSL,Consulting,Commercial Lines Small Business Account Manager,2024-04
3884429608,CUST,Customer Service,Commercial Lines Small Business Account Manager,2024-04
3887468932,IT,Information Technology,Cloud Engineer,2024-04
3884912691,SCI,Science,Field Survey Technician,2024-04
3884917221,DSGN,Design,Entry Level Drafter - Mechanical,2024-04
3884917221,ENG,Engineering,Entry Level Drafter - Mechanical,2024-04
3884428699,SALE,Sales,Field Sales Consultant,2024-04
3884428699,BD,Business Development,Field Sales Consultant,2024-04
3887466984,FIN,Finance,"Portfolio Manager, Vice President - Commercial Real Estate",2024-04
3887466984,SALE,Sales,"Portfolio Manager, Vice President - Commercial Real Estate",2024-04
3884911125,FIN,Finance,Branch Manager,2024-04
3884911125,SALE,Sales,Branch Manager,2024-04
3884911125,BD,Business Development,Branch Manager,2024-04
3887476263,HCPR,Health Care Provider,Licensed Mental Health Provider,2024-04
3887475241,HCPR,Health Care Provider,Direct Care Worker,2024-04
3887475241,SCI,Science,Direct Care Worker,2024-04
3887475241,OTHR,Other,Direct Care Worker,2024-04
3887473578,ENG,Engineering,DevOps Consultant,2024-04
